Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
52,Non-binary,Bachelor's,Widowed,72833,689,40472,Personal,Employed,11,Fair,0.131977306,126492,,South Laura,WV,Uganda,4,0,Low
34,Non-binary,Bachelor's,Widowed,110272,,,Auto,Unemployed,3,Poor,0.536427947,226468,0,New Juan,GA,Montserrat,4,1,High
67,Non-binary,PhD,Widowed,82714,622,44017,Home,Employed,9,Fair,0.265073761,,2,East Sarah,NE,Monaco,,1,Low
68,Male,Bachelor's,Widowed,25250,602,44047,Auto,Employed,9,Good,0.556376404,57120,3,Ryanstad,MS,Tonga,4,0,Low
20,Non-binary,Bachelor's,Divorced,48807,754,48105,Business,Employed,8,Fair,0.262034097,267029,4,Davidland,NY,Chile,2,2,Low
50,Male,PhD,Married,21845,750,44009,Business,Self-employed,9,Excellent,0.105955687,144384,4,West Nicoletown,AZ,Algeria,1,2,Low
32,Male,Master's,Married,26589,785,,Auto,Unemployed,6,Excellent,0.466577384,,4,Lake Traci,NV,Ghana,,1,Low
42,Female,High School,Widowed,95088,635,10695,Personal,Self-employed,18,Poor,0.108183792,,2,Prestonville,GA,South Georgia and the South Sandwich Islands,,0,Low
32,Male,Master's,Married,47341,612,39005,Home,Unemployed,15,Good,0.554991159,264639,0,South Kenneth,IL,New Zealand,4,2,Low
23,Female,Bachelor's,Married,67024,687,24653,Personal,Unemployed,9,Excellent,0.168163218,150077,,East Steven,ND,Bosnia and Herzegovina,0,2,Low
44,Non-binary,High School,Divorced,87438,648,,Business,Employed,3,Fair,0.306044104,208606,1,New Beverlymouth,MA,Panama,,0,Low
47,Non-binary,Master's,Single,119233,615,,Auto,Self-employed,19,Excellent,0.205017169,261781,2,Aguilarside,MS,Italy,3,2,Low
40,Male,Master's,Single,,628,37272,Auto,Unemployed,2,Poor,0.243126975,108000,,Mitchellland,HI,French Southern Territories,4,2,Low
54,Male,PhD,Single,100799,682,18640,Auto,Unemployed,11,Poor,0.250644412,284640,3,Lake Mary,VT,Hong Kong,,1,Low
23,Female,PhD,Divorced,118428,697,25508,Business,Employed,9,Poor,0.508672695,181995,3,East Donald,OK,Eritrea,1,2,High
66,Female,PhD,Widowed,,,47277,Business,Self-employed,14,Excellent,0.207975324,248687,4,Novaktown,MH,China,2,2,Low
65,Female,Master's,Married,95561,692,11261,Auto,Employed,3,Poor,0.282826887,229180,1,South Catherinefurt,DC,Timor-Leste,0,1,Low
34,Non-binary,High School,Single,35115,736,,Home,Employed,17,Fair,0.367748455,129867,4,Davenportshire,VA,Kiribati,4,0,Low
56,Male,Master's,Married,64322,638,35206,Auto,Self-employed,9,Excellent,0.411511655,271852,1,Sharonview,NY,Serbia,0,0,Low
41,Male,Bachelor's,Divorced,,,28409,Personal,Unemployed,19,Poor,0.13333334,250542,,North Seanchester,HI,Macao,0,1,Low
60,Non-binary,PhD,Widowed,82851,679,28306,Home,Self-employed,9,Fair,0.481279028,188937,2,Hancockberg,RI,Netherlands,1,0,Low
35,Non-binary,PhD,Widowed,67878,637,17939,Home,Unemployed,6,Poor,0.491751307,106746,0,Ramirezburgh,MI,Uruguay,,1,Low
25,Non-binary,High School,Widowed,91718,,38884,Business,Unemployed,9,Good,0.195994864,275571,1,South Jeremyton,SC,Ecuador,1,1,Low
47,Female,High School,Widowed,102093,657,42301,Home,Self-employed,18,Good,0.476311052,96498,0,Lake Amy,UT,Tonga,1,2,Low
29,Female,Master's,Divorced,,710,19563,Home,Employed,13,Poor,0.278191197,,0,Lindamouth,RI,Korea,4,1,Low
58,Non-binary,Bachelor's,Divorced,42219,620,30416,Home,Unemployed,10,Good,0.422461969,59049,,Carolyntown,KY,Indonesia,,2,Low
48,Female,PhD,Single,88319,,35033,Auto,Employed,15,Good,0.541210844,26859,,South William,FM,Nauru,3,1,Low
40,Non-binary,High School,Single,105333,,5213,Personal,Unemployed,2,Fair,0.139236156,117850,,West Richard,CO,Burkina Faso,0,2,Low
34,Male,Bachelor's,Widowed,25678,613,25372,Personal,Self-employed,9,Excellent,0.391187046,138067,1,Anthonyberg,WA,Holy See (Vatican City State),4,2,High
61,Male,High School,Single,,650,44552,Home,Employed,19,Poor,0.19265625,292163,,East Stevenchester,FM,Anguilla,2,2,Low
53,Male,High School,Widowed,36066,,33224,Personal,Employed,16,Good,0.447389973,,4,Macdonaldfort,NJ,Grenada,3,0,Low
40,Male,High School,Divorced,,707,13732,Home,Unemployed,4,Fair,0.597782451,,,Boyershire,KY,Palau,3,1,Low
67,Female,Master's,Widowed,,,16456,Personal,Unemployed,7,Fair,0.550158765,139822,1,Harrisonland,NJ,Guatemala,2,1,Low
52,Male,Master's,Married,80945,701,46784,Business,Employed,9,Excellent,0.101206916,73496,2,Vasquezport,VA,Vietnam,1,1,Low
43,Female,High School,Married,71993,729,27055,Home,Unemployed,17,Excellent,0.561604383,221593,1,North Edwardtown,RI,Gabon,3,0,Low
22,Male,PhD,Divorced,32869,741,39837,Auto,Employed,0,Fair,0.313593057,273528,4,Timothyton,OK,Hungary,4,1,High
22,Non-binary,Bachelor's,Widowed,86846,684,47335,Auto,Unemployed,0,Poor,0.463929252,37738,3,Grantside,SC,Cameroon,0,2,Low
41,Male,PhD,Married,31066,636,41610,Home,Employed,9,Fair,0.536186731,30732,1,Port Kyle,TX,Korea,2,2,Low
22,Male,Master's,Divorced,97564,,47543,Business,Unemployed,4,Good,0.304892197,116175,3,New Jamesview,AR,Sierra Leone,3,2,Low
69,Female,High School,Divorced,58653,640,45791,Auto,Unemployed,16,Fair,0.322889271,248472,4,East Michaelport,WY,Cuba,0,0,Low
52,Female,Bachelor's,Divorced,50194,699,38540,Personal,Self-employed,7,Good,0.543363844,94821,0,Sparksborough,IA,Vietnam,4,2,Low
62,Female,High School,Divorced,91922,673,46144,Business,Self-employed,17,Good,0.586784674,242664,1,Jaclynside,MP,Afghanistan,3,0,High
42,Female,High School,Married,26609,618,9025,Personal,Self-employed,14,Poor,0.53713655,219804,,Lake Melaniebury,OH,Sao Tome and Principe,2,0,High
48,Female,Bachelor's,Married,91229,,43197,Home,Unemployed,18,Excellent,0.363109345,101375,4,East Stacyland,PR,Tanzania,0,0,Low
36,Female,Bachelor's,Married,25385,616,45091,Auto,Self-employed,19,Poor,0.414046502,255416,1,West Barrybury,KY,Gabon,1,1,Low
34,Female,Master's,Widowed,,748,49962,Business,Unemployed,10,Good,0.587466912,262915,2,North Jeremiah,ME,Portugal,1,1,Low
42,Male,Master's,Divorced,61713,,48751,Home,Unemployed,11,Good,0.462230882,207476,1,Kentshire,OK,Poland,2,1,Low
66,Non-binary,PhD,Widowed,,754,49166,Business,Employed,3,Poor,0.356820829,,2,South Petermouth,FL,China,3,1,Low
42,Male,High School,Divorced,70955,724,30485,Personal,Employed,2,Excellent,0.380756303,265072,,Port Jennifer,MN,Serbia,3,1,Low
55,Non-binary,Master's,Widowed,46261,,27905,Home,Unemployed,19,Excellent,0.362247634,137128,3,Lake Stacey,SC,Burundi,2,1,High
49,Female,High School,Married,80848,664,,Personal,Self-employed,18,Good,0.17875129,45593,,South Amyberg,ND,Congo,2,2,Low
63,Female,PhD,Widowed,30633,603,,Auto,Self-employed,13,Good,0.21453727,251603,4,Amandamouth,AL,Mali,1,1,Low
42,Female,High School,Divorced,107914,694,7194,Personal,Self-employed,4,Excellent,0.598974668,289015,0,North Scott,ND,Singapore,4,0,Low
66,Male,Master's,Widowed,33440,709,10260,Business,Self-employed,1,Fair,0.261983207,116976,4,West Cherylmouth,CO,Canada,,2,Low
56,Female,Master's,Widowed,116494,,8239,Home,Unemployed,18,Fair,0.362822432,60910,0,East Christopherstad,DC,Indonesia,4,0,Low
64,Male,PhD,Widowed,79424,625,28738,Personal,Unemployed,2,Excellent,0.455580758,98803,,Cherylhaven,ID,Mayotte,3,0,High
34,Female,Bachelor's,Widowed,29616,631,7604,Personal,Employed,12,Poor,0.541032197,208788,4,North Cody,UT,French Guiana,4,0,Low
45,Male,Bachelor's,Widowed,,709,28550,Business,Self-employed,12,Good,0.541922689,176698,4,West Stephen,MD,San Marino,2,2,Low
50,Non-binary,Master's,Married,,,41320,Personal,Unemployed,11,Fair,0.372484086,257086,1,Kyleburgh,DE,Nicaragua,,0,High
60,Non-binary,Bachelor's,Divorced,63237,740,48293,Business,Employed,5,Good,0.450508447,266517,3,Olsonstad,AK,South Georgia and the South Sandwich Islands,1,1,Low
44,Female,High School,Single,95287,630,22851,Business,Employed,6,Good,0.357557725,144151,4,Brownhaven,SC,Turkey,,2,Low
66,Female,Master's,Widowed,84175,605,40469,Business,Unemployed,17,Fair,0.58037669,190341,2,Rodgersburgh,NH,Hong Kong,4,1,Low
39,Male,Bachelor's,Widowed,92489,639,7304,Business,Employed,19,Poor,0.229812329,215616,1,Ashleyburgh,IL,Argentina,4,0,Low
50,Male,PhD,Single,70639,782,15844,Personal,Unemployed,7,Poor,0.440655471,26758,1,Lake Carol,MS,Dominican Republic,4,0,Low
35,Non-binary,Master's,Single,66526,732,29837,Home,Self-employed,18,Poor,0.509285645,294341,,East Breannaburgh,AK,Netherlands,1,2,Low
28,Female,High School,Widowed,112526,752,36288,Personal,Employed,10,Fair,0.474230652,184535,1,East Jessicabury,NY,Equatorial Guinea,2,1,Low
29,Male,PhD,Divorced,68196,739,35275,Personal,Employed,1,Poor,0.497855751,262266,3,Brianstad,CT,British Indian Ocean Territory (Chagos Archipelago),3,1,High
33,Non-binary,Bachelor's,Divorced,101447,640,21855,Business,Self-employed,0,Fair,0.182835177,243032,2,Olsontown,DE,Mayotte,1,2,Low
68,Female,Bachelor's,Widowed,78548,755,48196,Home,Unemployed,16,Good,0.128244937,88255,3,New Christopher,MD,Belgium,,0,Low
37,Non-binary,Master's,Widowed,50486,609,,Business,Unemployed,2,Excellent,0.465685006,249133,0,Port Levi,VT,United States of America,4,0,Low
51,Non-binary,PhD,Married,83252,760,27869,Personal,Self-employed,16,Fair,0.416922222,23546,3,East Timothychester,NC,United Arab Emirates,0,2,High
61,Male,Bachelor's,Single,39856,680,17699,Auto,Employed,0,Good,0.19623297,154041,,Williamsmouth,AK,Taiwan,1,0,Low
59,Male,PhD,Widowed,102597,,15695,Auto,Self-employed,8,Excellent,0.405244401,93130,,Lunafurt,FM,Cook Islands,2,1,Low
34,Male,Master's,Divorced,92485,720,,Business,Self-employed,3,Excellent,0.427697342,44893,,East Richardtown,WA,Canada,1,2,High
30,Non-binary,Bachelor's,Widowed,41470,662,25724,Home,Self-employed,5,Poor,0.336825085,145766,0,Lake Joseton,CA,Honduras,2,1,Low
68,Male,Bachelor's,Married,115525,742,28291,Auto,Unemployed,2,Good,0.417685254,291120,1,Stevenview,SD,Puerto Rico,,1,Low
56,Non-binary,PhD,Married,68720,,23083,Business,Employed,15,Fair,0.317920559,295634,3,South Timothy,OK,Antarctica (the territory South of 60 deg S),3,0,Low
30,Female,PhD,Widowed,43653,,5657,Home,Self-employed,5,Poor,0.257169554,210388,0,Port Lisashire,FL,New Zealand,2,1,Low
43,Non-binary,Bachelor's,Married,83238,630,47925,Business,Unemployed,3,Good,0.323466626,93074,0,Port Davidbury,NY,Russian Federation,4,1,Low
64,Non-binary,High School,Divorced,38688,737,46437,Personal,Unemployed,9,Excellent,0.480067302,259692,4,Roachview,AS,Croatia,,2,Low
40,Non-binary,Bachelor's,Divorced,76321,,24713,Personal,Self-employed,7,Poor,0.211375825,184929,1,East Joshuastad,NM,Saint Barthelemy,1,2,Low
28,Non-binary,Bachelor's,Widowed,26861,618,26687,Personal,Self-employed,6,Excellent,0.304576713,,3,Elizabethbury,IA,Egypt,,1,Low
43,Male,Master's,Divorced,73900,613,18831,Personal,Self-employed,10,Excellent,0.468275598,234425,3,Jenniferchester,MT,Albania,0,2,Low
49,Male,Master's,Single,33582,681,5236,Home,Unemployed,11,Good,0.393562531,65973,3,New Scott,MP,Ghana,0,2,Low
66,Non-binary,Master's,Single,92629,750,41473,Auto,Unemployed,17,Fair,0.588914932,120306,,Benderport,WY,Belize,4,1,Low
24,Non-binary,Master's,Single,88363,660,,Auto,Self-employed,11,Poor,0.534099464,108324,4,East Paulborough,AS,Brazil,,2,Low
28,Male,Bachelor's,Divorced,70859,779,40292,Auto,Employed,19,Good,0.261394235,57335,4,New Nicholasview,NE,Seychelles,0,1,Low
39,Male,High School,Divorced,31628,738,10235,Home,Unemployed,13,Fair,0.196248801,35251,0,Port Ashley,CO,Syrian Arab Republic,4,2,Low
50,Non-binary,Master's,Widowed,108373,638,,Home,Employed,0,Poor,0.366749406,150165,3,Deborahhaven,WA,Barbados,,1,High
62,Non-binary,High School,Widowed,68743,796,7353,Business,Employed,17,Good,0.203359965,,,West Amymouth,WY,Ghana,2,1,Low
19,Female,Bachelor's,Married,,713,,Home,Self-employed,17,Fair,0.430426239,172924,0,New Sarastad,PA,Czech Republic,2,1,Low
30,Non-binary,PhD,Single,57850,710,32881,Auto,Unemployed,18,Fair,0.295010981,,2,Powellfort,UT,Lao People's Democratic Republic,2,1,Low
54,Male,High School,Divorced,87143,752,43577,Home,Unemployed,10,Poor,0.102257024,120983,1,Colemantown,MS,South Georgia and the South Sandwich Islands,1,1,Low
33,Female,High School,Widowed,66546,,9317,Business,Unemployed,15,Excellent,0.161464056,297201,,North Davidtown,MA,Senegal,1,2,Low
29,Non-binary,Bachelor's,Divorced,35900,752,49891,Home,Self-employed,11,Poor,0.213565782,126761,0,South Rachelbury,RI,Namibia,2,0,Low
34,Non-binary,High School,Single,86912,670,48704,Auto,Employed,15,Excellent,0.244141433,83732,0,West Michael,MS,Cayman Islands,0,0,Low
50,Non-binary,Bachelor's,Widowed,89507,719,15858,Home,Unemployed,12,Poor,0.365509815,141480,4,Lake James,AK,Netherlands,0,1,High
54,Female,Bachelor's,Married,72540,794,21298,Personal,Self-employed,14,Excellent,0.235909041,55594,4,South Brian,FL,Nicaragua,,2,Low
25,Female,High School,Divorced,57193,749,43771,Auto,Self-employed,8,Good,0.297761537,173604,4,Port Francisbury,SC,Belgium,3,0,Low
64,Female,Bachelor's,Single,50034,718,46672,Personal,Employed,16,Fair,0.200563815,200881,0,Cassidyton,NC,Gibraltar,0,1,High
57,Male,High School,Married,98461,750,41872,Auto,Employed,9,Good,0.414760488,,3,Carrilloland,CA,Tokelau,,1,Low
64,Female,Bachelor's,Married,,767,27442,Home,Self-employed,1,Excellent,0.40316991,263912,1,North Amybury,NC,Serbia,3,0,Low
38,Non-binary,PhD,Divorced,71714,729,16805,Auto,Self-employed,13,Fair,0.458794282,198183,1,North Randy,MA,Bangladesh,1,0,Low
44,Non-binary,PhD,Single,,798,48976,Auto,Self-employed,5,Good,0.584600631,59634,3,Lake Carolfurt,ND,Jordan,4,1,High
18,Female,PhD,Single,44767,772,11642,Auto,Self-employed,17,Fair,0.588595725,79252,0,West Carolynberg,OK,Turks and Caicos Islands,1,1,Low
55,Non-binary,Bachelor's,Married,62723,727,25519,Business,Unemployed,9,Good,0.123379383,58851,3,Port Stephen,DC,Zimbabwe,,0,Low
43,Female,Master's,Widowed,94155,,8100,Personal,Employed,14,Poor,0.231184233,137176,,Aaronmouth,TX,Swaziland,0,2,Low
52,Male,Master's,Divorced,33880,732,26566,Auto,Employed,1,Poor,0.440506134,,2,New Taylor,MN,Saint Vincent and the Grenadines,3,2,Low
51,Male,High School,Widowed,97365,750,32245,Auto,Self-employed,11,Good,0.442359822,105425,3,North Danielleville,IA,Greenland,4,1,High
57,Female,PhD,Divorced,79119,623,28854,Personal,Self-employed,18,Good,0.220771728,91994,2,East Wesley,MS,American Samoa,3,1,Low
54,Male,PhD,Single,41760,604,21428,Auto,Self-employed,17,Poor,0.598592401,105773,3,New Jameschester,ND,Vanuatu,,0,Low
55,Male,Bachelor's,Single,107562,638,,Business,Employed,6,Good,0.362284683,153378,0,East Molly,AZ,Cambodia,0,0,Low
53,Female,PhD,Divorced,93306,700,43755,Business,Unemployed,3,Poor,0.596964839,295872,,New Alexanderbury,MD,Togo,2,1,Low
45,Non-binary,Master's,Widowed,66435,761,31704,Auto,Self-employed,16,Poor,0.26491298,142200,4,Scottborough,UT,Germany,4,2,High
68,Non-binary,Master's,Married,32359,,27106,Home,Employed,11,Excellent,0.25999719,139957,,Prattport,FM,San Marino,3,1,Low
65,Female,Master's,Widowed,76241,,45129,Personal,Unemployed,2,Poor,0.305502882,118383,0,Ashleyton,NM,Antarctica (the territory South of 60 deg S),,0,Low
19,Non-binary,Master's,Widowed,45957,605,,Home,Employed,4,Fair,0.312096535,,,South Sarahchester,WV,Korea,3,1,Low
23,Male,Master's,Married,81800,769,7473,Personal,Employed,11,Poor,0.525355569,162787,3,Christyview,ME,Panama,4,2,High
21,Female,PhD,Widowed,78942,788,29587,Home,Self-employed,2,Excellent,0.317029389,149053,2,Michaeltown,AZ,Indonesia,4,2,Low
64,Male,PhD,Divorced,68990,,45801,Business,Employed,13,Good,0.488327804,265330,,South Samuelton,MP,Uruguay,1,0,Low
24,Male,Master's,Widowed,24076,667,44895,Personal,Employed,18,Good,0.170937286,,1,North Sherry,MT,Belgium,2,0,High
55,Female,Bachelor's,Divorced,80666,604,,Business,Unemployed,9,Excellent,0.305335483,70269,3,East Nicoleport,VI,Cayman Islands,,1,Low
61,Male,Master's,Married,75692,701,22409,Business,Unemployed,12,Poor,0.588586082,123051,,South James,AR,Vietnam,2,2,Low
25,Non-binary,Master's,Single,21110,689,23413,Personal,Employed,7,Poor,0.136483998,,0,Port Angieland,RI,Trinidad and Tobago,0,0,Low
30,Non-binary,Master's,Divorced,92083,678,7894,Auto,Employed,2,Good,0.488051602,271491,4,Stewartburgh,AL,Korea,1,2,High
50,Female,PhD,Divorced,,,32355,Business,Employed,16,Good,0.246791165,270395,1,Edwinstad,NJ,Saint Helena,2,1,Low
65,Female,Master's,Widowed,67656,713,13980,Home,Employed,15,Fair,0.226556977,223173,1,West Carlafort,MD,Algeria,1,0,Low
57,Non-binary,PhD,Divorced,,700,16450,Business,Unemployed,2,Fair,0.577081365,181411,0,Kyletown,AS,Nepal,2,0,Low
46,Male,High School,Single,97248,732,11983,Home,Unemployed,4,Poor,0.44587163,164329,3,Ramirezberg,MT,Belgium,1,2,Low
69,Female,High School,Widowed,54457,648,29807,Business,Unemployed,2,Fair,0.294418546,144738,3,Port Katherine,MS,Wallis and Futuna,3,2,Low
59,Non-binary,PhD,Divorced,56253,641,40810,Personal,Self-employed,3,Good,0.397780652,,3,Lake Scott,MA,Mozambique,0,0,Low
56,Female,High School,Widowed,78465,714,29437,Auto,Unemployed,2,Excellent,0.470535775,261230,3,Port Spencerton,VI,Denmark,2,1,Low
30,Male,High School,Single,,694,10535,Business,Self-employed,5,Poor,0.38245259,201807,0,East Lisa,CA,Liechtenstein,2,1,Low
31,Male,PhD,Widowed,76795,686,18963,Business,Unemployed,6,Good,0.484198264,273118,2,Johnburgh,UT,South Georgia and the South Sandwich Islands,3,1,Low
57,Female,PhD,Widowed,52532,729,,Personal,Employed,4,Excellent,0.448875721,,4,Jenniferburgh,AS,American Samoa,3,1,Low
19,Female,High School,Divorced,56748,717,39405,Auto,Employed,3,Poor,0.25689662,104006,,West Samuelmouth,UT,Panama,4,1,Low
43,Non-binary,Master's,Widowed,,,6962,Auto,Unemployed,8,Poor,0.502020922,148061,1,Lake Josetown,ME,Turkey,,0,Low
49,Female,High School,Single,106058,785,38633,Personal,Unemployed,9,Poor,0.131832143,141037,3,Port Jonathanmouth,MH,Antigua and Barbuda,,1,Low
28,Female,Master's,Widowed,30712,622,6708,Business,Unemployed,4,Excellent,0.129425643,260402,2,Vegahaven,OK,Saint Lucia,4,2,Low
28,Male,PhD,Single,80857,702,11027,Personal,Employed,16,Excellent,0.495677078,76012,0,Nelsonville,ID,Cameroon,0,2,Low
37,Female,High School,Widowed,87703,797,29039,Business,Self-employed,13,Poor,0.166711827,94698,2,North Guy,LA,Kiribati,1,2,Low
54,Female,Bachelor's,Widowed,47571,716,37115,Business,Self-employed,13,Good,0.417328606,120797,,South Daniel,WA,Russian Federation,0,0,Low
48,Female,Master's,Widowed,50158,727,,Personal,Self-employed,13,Fair,0.507140738,,0,West Johnathan,MH,United Arab Emirates,,0,High
35,Non-binary,PhD,Widowed,72527,,47103,Personal,Employed,13,Fair,0.572701996,35455,3,Davisfurt,OH,Netherlands,1,2,Low
69,Non-binary,High School,Divorced,,650,7464,Personal,Employed,7,Fair,0.295578635,194063,0,New Victoria,AR,Hong Kong,0,0,Low
28,Female,High School,Widowed,,,,Auto,Employed,16,Excellent,0.207344425,110335,3,Port Gabriella,IL,Spain,,0,Low
33,Female,PhD,Widowed,110510,793,13459,Home,Employed,1,Good,0.114748838,201086,,Wilsonberg,MA,Antigua and Barbuda,0,2,Low
31,Non-binary,Master's,Married,44102,623,37103,Home,Unemployed,8,Poor,0.48144142,155667,1,Lake Michael,MT,Palau,0,1,Low
57,Female,Master's,Divorced,36143,798,41501,Home,Employed,7,Poor,0.359184602,35926,0,East Kaitlyn,CT,Saint Vincent and the Grenadines,3,0,Low
67,Non-binary,Bachelor's,Married,93177,702,38224,Personal,Employed,7,Excellent,0.160167999,25319,2,East Stephanie,AZ,Saint Pierre and Miquelon,3,0,Low
34,Male,High School,Single,,788,30346,Auto,Self-employed,7,Poor,0.538804045,299895,0,Port Eugeneport,FM,Spain,2,1,Low
36,Female,Master's,Single,71466,702,17167,Business,Employed,14,Excellent,0.334560141,,4,East Samuelland,WI,South Africa,4,2,Low
52,Male,High School,Single,48887,,5626,Personal,Employed,1,Fair,0.415006255,188572,4,West Jamieshire,MN,Gibraltar,1,1,Low
51,Male,Master's,Married,76488,,26306,Personal,Unemployed,8,Poor,0.514855168,,,East Richardland,OR,Australia,2,0,Low
23,Male,PhD,Single,60416,769,32277,Business,Employed,7,Good,0.395337655,,0,Port Richard,DE,Maldives,3,2,Low
40,Non-binary,Bachelor's,Widowed,59767,,46834,Personal,Self-employed,6,Fair,0.463206107,278136,1,Mckeefurt,FL,Bolivia,,0,High
39,Male,PhD,Widowed,31170,643,10275,Home,Unemployed,15,Fair,0.162035923,,0,New Douglasborough,GU,Djibouti,4,2,High
40,Male,Bachelor's,Single,61721,786,17712,Home,Self-employed,10,Excellent,0.413554248,179807,4,Saraview,GA,Christmas Island,,1,Low
18,Non-binary,PhD,Single,62135,,12879,Business,Employed,17,Poor,0.30898494,245475,4,Huffmanton,RI,Yemen,3,0,Low
54,Male,PhD,Widowed,77439,679,15616,Business,Self-employed,15,Good,0.153793857,,4,Alexanderland,UT,Cook Islands,2,0,Low
40,Male,Master's,Single,46248,648,29757,Home,Employed,3,Excellent,0.591815453,275401,4,Jenniferborough,CT,Lesotho,4,1,Low
55,Female,PhD,Single,37950,725,5059,Home,Unemployed,0,Fair,0.521659532,,,Robertberg,SD,Guadeloupe,0,1,Low
52,Male,Master's,Single,66994,,42355,Home,Self-employed,9,Poor,0.129350746,265120,2,Johnchester,GU,Moldova,3,1,Low
62,Non-binary,Master's,Single,99059,798,8339,Auto,Employed,12,Fair,0.123393679,249423,4,Meghanborough,WI,Ecuador,4,0,Low
48,Female,Bachelor's,Divorced,75618,794,13288,Personal,Self-employed,6,Good,0.147062796,,1,Port Randall,AS,Sudan,3,2,Low
